,OportunidadAsignada,Seleccionada1,Comparacion
19760,SUI-3SA-009B,SUI-3SA-009B,True
19761,ALE-V3SA-047,ALE-V3SA-047,True
19762,CAN-V5SA-076G,CAN-V5SA-076G,True
19763,ALE-V3SA-014K,ALE-V3SA-014K,True
19764,AUS-V3SA-003,AUS-V3SA-003,True
19765,FRA-V3SA-014A,FRA-V3SA-014A,True
19766,ALE-V3SA-035B,ALE-V3SA-035B,True
19767,CAN-V3SA-092A,CAN-V3SA-092A,True
19768,FRA-V5SA-057E,FRA-V5SA-057E,True
19769,ALE-5INP-071D,ALE-5INP-071D,True
19770,ALE-5INP-069F,ALE-5INP-069F,True
19771,ALE-5INT-027,ALE-5INT-027,True
19772,MEX-I3SA-325C,MEX-I3SA-325C,True
19773,SUI-3SA-009A,SUI-3SA-009A,True
19774,CAN-3SA-021C,CAN-3SA-021C,True
19775,ITA-3SA-015B,ITA-3SA-015B,True
19776,ESP-V3SA-038H,ESP-V3SA-038H,True
19777,FRA-V3SA-010I,FRA-V3SA-010I,True
19778,CAN-V3SA-080B,CAN-V3SA-080B,True
19779,FRA-V3SA-073,FRA-V3SA-073,True
19780,CAN-V3SA-010F,CAN-V3SA-010F,True
19781,CAN-3SA-011A,CAN-3SA-011A,True
19782,ALE-V3SA-324A,ALE-V3SA-324A,True
19783,MEX-V3SA-344C,MEX-V3SA-344C,True
19784,ESP-V5SA-095D,ESP-V5SA-095D,True
19785,CZE-V5SA-010B,CZE-V5SA-010B,True
19786,CHN-V3SA-002,CHN-V3SA-002,True
19787,FRA-3SA-010B,FRA-3SA-010B,True
19788,CHN-V5SA-222A,CHN-V5SA-222A,True
19789,ALE-5INP-154,ALE-5INP-154,True
19790,ESP-5SA-057A,ESP-5SA-057A,True
19791,ESP-V5SA-095E,ESP-V5SA-095E,True
19792,ALE-V5SA-127C,ALE-V5SA-127C,True
19793,CAN-V5SA-037,CAN-V5SA-037,True
19794,SVN-V5SA-001D,SVN-V5SA-001D,True
19795,CAN-3SA-021B,CAN-3SA-021B,True
19796,COL-5INT-001B,COL-5INT-001B,True
19797,SVN-V5SA-001D,SVN-V5SA-001D,True
19798,CZE-V5SA-007,CZE-V5SA-007,True
19799,MEX-5PP-001E,MEX-5PP-001E,True
19800,ESP-5SA-071A,ESP-5SA-071A,True
19801,FIN-5INT-024,FIN-5INT-024,True
19802,MEX-5PP-260B,MEX-5PP-260B,True
19803,MEX-5EI-358A,MEX-5EI-358A,True
19804,ALE-5INP-067A,ALE-5INP-067A,True
19805,SUI-5INT-001,SUI-5INT-001,True
19806,AUS-5SA-50A,AUS-5SA-50A,True
19807,CHN-5PIE-225A,CHN-5PIE-225A,True
19808,SUE-5INT-003C,DIN-5INT-005,False
19809,MEX-5PP-358A,MEX-5PP-358A,True
19810,MEX-5PP-358A,MEX-5PP-358A,True
19811,ALE-5INT-052,ALE-5INT-052,True
19812,COL-5INT-013A,COL-5INT-013A,True
19813,CAN-V5SA-063O,CAN-V5SA-063O,True
19814,CAN-V5SA-076G,CAN-V5SA-076G,True
19815,SVN-V5SA-001D,SVN-V5SA-001D,True
19816,MEX-5PP-358A,MEX-5PP-358A,True
19817,ESP-I5SA-027E,ESP-I5SA-027E,True
19818,COR-V5SA-025A,COR-V5SA-025A,True
19819,JAP-V5SA-020D,JAP-V5SA-20D,False
19820,AUS-5SA-046,AUS-5SA-046,True
19821,MEX-5PP-358A,MEX-5PP-358A,True
19822,MEX-5PP-358A,MEX-5PP-358A,True
19823,ESP-V5SA-095D,ESP-V5SA-095D,True
19824,AUS-5SA-046A,AUS-5SA-046A,True
19825,SVK-V5SA-001G,SVK-V5SA-001G,True
19826,MEX-5PP-001D,MEX-5PP-001D,True
19827,CHN-5SA-004A,CHN-5SA-004A,True
19828,MEX-5PP-358A,MEX-5PP-358A,True
19829,MUN-5PP-001A,MUN-5PP-001A,True
19830,ESP-C5INT-092S,ESP-C5INT-092S,True
19831,CAN-5EI-211D,CAN-5EI-211D,True
19832,ESP-I5SA-320A,ESP-I5SA-320A,True
19833,CAN-3SA-021E,CAN-3SA-021E,True
19834,EUA-V5SA-209B,EUA-V5SA-209B,True
19835,CZE-V5SA-010A,CZE-V5SA-010A,True
19836,TUR-5INT-003A,TUR-5INT-003A,True
19837,AUS-5INT-024,AUS-5INT-050A,False
19838,CZE-V5SA-010B,CZE-V5SA-010B,True
19839,CZE-I5SA-001A,CZE-I5SA-001A,True
19840,ESP-V5SA-058B,ESP-V5SA-058B,True
19841,ESP-V5SA-058B,ESP-V5SA-058B,True
19842,ESP-5SA-059,ESP-5SA-059,True
19843,ESP-V5SA-058B,ESP-V5SA-058B,True
19844,ESP-V5SA-058B,ESP-V5SA-058B,True
19845,ESP-V5SA-062J,ESP-V5SA-062J,True
19846,ESP-5INT-097D,ESP-5INT-059,False
19847,CHL-I5SA-017G,CHL-I5SA-017G,True
19848,COL-5INT-013,COL-5INT-013,True
19849,ESP-V5SA-058B,ESP-V5SA-058B,True
19850,ESP-V5SA-058B,ESP-V5SA-058B,True
19851,ESP-V5SA-058B,ESP-V5SA-058B,True
19852,ESP-V5SA-058B,ESP-V5SA-058B,True
19853,ESP-V5SA-021B,ESP-V5SA-021B,True
19854,HOL-5INT-008,HOL-5INT-008,True
19855,ESP-V5SA-058B,ESP-V5SA-058B,True
19856,ESP-V5SA-058B,ESP-V5SA-058B,True
19857,ESP-5INT-084A,ESP-5INT-333A,False
19858,SUE-5INT-003C,SUE-5INT-003C,True
19859,EUA-C5INT-264,EUA-C5INT-201,False
19860,ALE-3SA-014B,ALE-3SA-014B,True
19861,CAN-3SA-021D,CAN-3SA-021D,True
19862,CAN-V3SA-021H,CAN-V3SA-021H,True
19863,ESP-V3SA-038H,ESP-V3SA-038H,True
19864,ARG-V5SA-028A,ARG-V5SA-028A,True
19865,ING-3SA-002B,ING-3SA-002B,True
19866,ING-3SA-002B,ING-3SA-002B,True
19867,CUB-V5SA-001,CUB-V5SA-001,True
19868,EUA-V3SA-274B,EUA-V3SA-274B,True
19869,FIN-V5SA-27A,FIN-V5SA-27A,True
19870,ESP-V5SA-095D,ESP-V5SA-095D,True
19871,ESP-5INT-092P,FIN-5INT-004A,False
19872,CHN-5SA-004A,CHN-5SA-004A,True
19873,MEX-I3SA-325A,MEX-I3SA-325A,True
19874,EUA-5SA-210,EUA-5SA-210,True
19875,COR-5INT-005,COR-5INT-005,True
19876,ALE-V5SA-019A,ALE-V5SA-019A,True
19877,ITA-V5SA-027,ITA-V5SA-027,True
19878,ITA-V5SA-026,ITA-V5SA-026,True
19879,FRA-V5SA-086A,FRA-V5SA-086A,True
19880,ESP-V5SA-095D,ESP-V5SA-095D,True
19881,CZE-5SA-010A,CZE-5SA-010A,True
19882,CHL-V5SA-028B,CHL-V5SA-028B,True
19883,SVN-V5SA-001D,SVN-V5SA-001D,True
19884,ESP-V5SA-095E,ESP-V5SA-095E,True
19885,SUE-V5SA-012,SUE-V5SA-012,True
19886,SUE-V5SA-012,SUE-V5SA-012,True
19887,ITA-V5SA-016E,ITA-V5SA-016E,True
19888,ITA-V5SA-027,ITA-V5SA-027,True
19889,FIN-V5SA-27A,FIN-V5SA-27A,True
19890,FRA-5INT-062B,FRA-5INT-062B,True
19891,COR-5INT-020,COR-5INT-020,True
19892,FRA-5INT-147A,FRA-5INT-147A,True
19893,ARG-I5SA-018A,ARG-I5SA-018A,True
19894,AUS-5SA-032E,AUS-5SA-032E,True
19895,CZE-V5SA-010D,CZE-V5SA-010D,True
19896,ESP-V5SA-095E,ESP-V5SA-095E,True
19897,AUS-5SA-032E,AUS-5SA-032E,True
19898,ESP-V5SA-095E,ESP-V5SA-095E,True
19899,POL-V5SA-008A,POL-V5SA-008A,True
19900,ARG-V5SA-018A,ARG-V5SA-018A,True
19901,CZE-V5SA-010A,CZE-V5SA-010A,True
19902,ALE-V5SA-019A,ALE-V5SA-019A,True
19903,POL-V5SA-008A,POL-V5SA-008A,True
19904,EUA-V5SA-338A,EUA-V5SA-338A,True
19905,ESP-V5SA-070C,ESP-V5SA-070C,True
19906,MEX-V5PP-357A,MEX-V5PP-357A,True
19907,ESP-5SA-057A,ESP-5SA-057A,True
19908,ESP-5SA-071A,ESP-5SA-071A,True
19909,CZE-I5SA-010E,CZE-I5SA-010E,True
19910,ESP-5SA-097D,ESP-5SA-097D,True
19911,ESP-5SA-017,ESP-5SA-017,True
19912,ESP-5SA-066,ESP-5SA-066,True
19913,DIN-5INT-003A,CZE-5INT-001,False
19914,ALE-5SA-003A,ALE-5SA-003A,True
19915,AUS-5SA-032E,AUS-5SA-032E,True
19916,ESP-5INT-094H,ESP-5INT-094H,True
19917,SVK-5SA-001,SVK-5SA-001,True
19918,CZE-I5CE-11A,CZE-I5CE-11A,True
19919,ESP-I5SA-027E,ESP-I5SA-027E,True
19920,EUA-5SA-285B,EUA-5SA-285B,True
19921,EUA-5SA-285B,EUA-5SA-285B,True
19922,EUA-5SA-285B,EUA-5SA-285B,True
19923,CAN-V5PEI-034A,CAN-V5PEI-034A,True
19924,EUA-5SA-210,EUA-5SA-210,True
19925,JAP-V5SA-20B,JAP-V5SA-20B,True
19926,ING-5SA-50A,ING-5SA-50A,True
19927,ESP-V5SA-095D,ESP-V5SA-095D,True
19928,CAN-V5SA-063O,CAN-V5SA-063O,True
19929,MEX-V5SA-019A,MEX-V5SA-019A,True
19930,CZE-V5SA-010F,CZE-V5SA-010F,True
19931,FRA-V5SA-086B,FRA-V5SA-086B,True
19932,ING-5SA-50A,ING-5SA-50A,True
19933,AUS-5SA-032E,AUS-5SA-032E,True
19934,CAN-V5SA-063O,CAN-V5SA-063O,True
19935,CZE-V5SA-010F,CZE-V5SA-010F,True
19936,ALE-5INP-077D,ALE-5INP-077D,True
19937,FIN-5INT-023C,AUS-5INT-049F,False
19938,CZE-I5CE-11A,CZE-I5CE-11A,True
19939,ESP-I5SA-027D,ESP-I5SA-027D,True
19940,SUI-5SA-002B,SUI-5SA-002B,True
19941,CHL-I5SA-017F,CHL-I5SA-017F,True
19942,CRC-V5SA-7A,CRC-V5SA-7A,True
19943,DIN-V5SA-005A,DIN-V5SA-005A,True
19944,CZE-V5SA-007,CZE-V5SA-007,True
19945,CRO-V5SA-002,CRO-V5SA-002,True
19946,MEX-V5SA-019A,MEX-V5SA-019A,True
19947,CHN-V5SA-025B,CHN-V5SA-025B,True
19948,MEX-V5SA-258A,MEX-V5SA-258A,True
19949,MEX-5PP-358A,MEX-5PP-358A,True
19950,COR-5INT-020,SIN-5INT-002,False
19951,FRA-5INT-097C,FRA-5INT-097C,True
19952,CAN-V5SA-211F,CAN-V5SA-211F,True
19953,ESP-I5SA-027D,ESP-I5SA-027D,True
19954,CHN-5SA-004A,CHN-5SA-004A,True
19955,COL-5PP-015A,COL-5PP-15A,False
19956,CZE-V5SA-010D,CZE-V5SA-010D,True
19957,MEX-5PP-358A,MEX-5PP-358A,True
19958,SUE-5INT-012A,COR-5INT-021,False
19959,ARG-5INT-013,ARG-5INT-013,True
19960,CZE-I5SA-011A,CZE-I5SA-011A,True
19961,ALE-3SA-014A,ALE-3SA-014A,True
19962,FRA-V3SA-010G,FRA-V3SA-010G,True
19963,MEX-I3SA-325C,MEX-I3SA-325C,True
19964,ALE-5INP-078,ALE-5INP-078,True
19965,CAN-3SA-021C,CAN-3SA-021C,True
19966,CAN-3SA-001B,CAN-3SA-001B,True
19967,CHN-3SA-015C,CHN-3SA-015C,True
19968,CAN-V5SA-037,CAN-V5SA-037,True
19969,EUA-5DD-219,EUA-5DD-219,True
19970,ING-5DD-036A,ING-5DD-036A,True
19971,ING-5DD-036A,ING-5DD-036A,True
19972,ING-V5DD-036C,ING-V5DD-036C,True
19973,ING-V5DD-036C,ING-V5DD-036C,True
19974,ING-5DD-036A,ING-5DD-036A,True
19975,EUA-5INT-281,EUA-5INT-325A,False
19976,AUS-5SA-032E,AUS-5SA-032E,True
19977,EUA-5DD-219H,EUA-5DD-219H,True
19978,ING-5DD-036A,ING-5DD-036A,True
19979,ALE-5INP-077D,ALE-5INP-077D,True
19980,CAN-5INT-063D,CAN-5INT-063D,True
19981,MEX-5PP-358A,MEX-5PP-358A,True
19982,ING-V5DD-036C,ING-V5DD-036C,True
19983,CAN-5INT-013G,CAN-5INT-013G,True
19984,MEX-5EI-391B,MEX-5EI-391B,True
19985,ALE-5INP-137,ALE-5INP-137,True
19986,ITA-I5SA-016B,ITA-I5SA-016B,True
19987,EUA-5DD-219E,EUA-5DD-219E,True
19988,ING-5DD-036A,ING-5DD-036A,True
19989,SUI-3SA-009A,SUI-3SA-009A,True
19990,FRA-3SA-008C,FRA-3SA-008C,True
19991,FRA-V3SA-010H,FRA-V3SA-010H,True
19992,CAN-V3SA-021F,CAN-V3SA-021F,True
19993,ITA-V3SA-015K,ITA-V3SA-015K,True
19994,ESP-V3SA-038H,ESP-V3SA-038H,True
19995,ESP-V3SA-038H,ESP-V3SA-038H,True
19996,ESP-V3SA-038H,ESP-V3SA-038H,True
19997,FRA-V3SA-075A,FRA-V3SA-075A,True
19998,ING-V3SA-005B,ING-V3SA-005B,True
19999,CAN-V3SA-98B,CAN-V3SA-98B,True
20000,ARG-V5SA-023A,ARG-V5SA-023A,True
20001,CHN-V5SA-003,CHN-V5SA-003,True
20002,ESP-V3SA-064A,ESP-V3SA-064A,True
20003,ESP-V5SA-095D,ESP-V5SA-095D,True
20004,ESP-V5SA-053,ESP-V5SA-053,True
20005,POR-V5SA-004,POR-V5SA-004,True
20006,AUS-3SA-050A,AUS-3SA-050A,True
20007,CAN-V5SA-063L,CAN-V5SA-063L,True
20008,ESP-V5SA-053,ESP-V5SA-053,True
20009,EUA-5PIE-263J,EUA-5PIE-263J,True
20010,EUA-5SA-316,EUA-5SA-316,True
20011,ESP-I5SA-027C,ESP-I5SA-027C,True
20012,MEX-I3SA-333A,MEX-I3SA-333A,True
20013,CAN-3SA-021C,CAN-3SA-021C,True
20014,CAN-3SA-021C,CAN-3SA-021C,True
20015,SUI-3SA-009A,SUI-3SA-009A,True
20016,FRA-3SA-096A,FRA-3SA-096A,True
20017,AUS-5SA-049F,AUS-5SA-049F,True
20018,ALE-5INT-030D,ALE-5INT-030D,True
20019,CAN-V3SA-021F,CAN-V3SA-021F,True
20020,ESP-V3SA-038H,ESP-V3SA-038H,True
20021,ESP-V3SA-038H,ESP-V3SA-038H,True
20022,ESP-V3SA-038H,ESP-V3SA-038H,True
20023,ESP-V3SA-038H,ESP-V3SA-038H,True
20024,ESP-V3SA-323A,ESP-V3SA-323A,True
20025,ARG-V5SA-023A,ARG-V5SA-023A,True
20026,ESP-V3SA-038H,ESP-V3SA-038H,True
20027,MEX-V3SA-344A,MEX-V3SA-344A,True
20028,SVN-V5SA-001D,SVN-V5SA-001D,True
20029,CAN-5SA-074A,CAN-5SA-074A,True
20030,SVN-V5SA-001D,SVN-V5SA-001D,True
20031,SVN-V5SA-001D,SVN-V5SA-001D,True
20032,ESP-V5SA-095B,ESP-V5SA-095B,True
20033,ESP-V5SA-053,ESP-V5SA-053,True
20034,ITA-V5SA-016E,ITA-V5SA-016E,True
20035,ESP-V5SA-018B,ESP-V5SA-018B,True
20036,ESP-V5SA-018B,ESP-V5SA-018B,True
20037,ING-V5SA-051A,ING-V5SA-51A,False
20038,EUA-V5SA-209B,EUA-V5SA-209B,True
20039,FRA-3SA-010B,FRA-3SA-010B,True
20040,FRA-3SA-010B,FRA-3SA-010B,True
20041,DIN-5INT-002,DIN-5INT-002,True
20042,ESP-5INT-097A,ESP-5INT-063,False
20043,CZE-I5SA-010D,CZE-I5SA-010D,True
20044,AUS-5SA-049F,AUS-5SA-049F,True
20045,ESP-5CE-021E,ESP-5CE-021E,True
20046,CHL-I5SA-017G,CHL-I5SA-017G,True
20047,SUI-5SA-002D,SUI-5SA-002D,True
20048,SUI-5SA-002D,SUI-5SA-002D,True
20049,SUI-5SA-002D,SUI-5SA-002D,True
20050,CAN-3SA-001B,CAN-3SA-001B,True
20051,ESP-5SA-027A,ESP-5SA-027A,True
20052,ESP-5SA-066,ESP-5SA-066,True
20053,AUS-5SA-049F,AUS-5SA-049F,True
20054,EUA-5PP-326A,EUA-5PP-326A,True
20055,CAN-V3SA-092A,CAN-V3SA-092A,True
20056,ESP-5INT-066A,ESP-5INT-066A,True
20057,ITA-5CE-016B,ITA-5CE-016B,True
20058,SVK-V5SA-001F,SVK-V5SA-001F,True
20059,CZE-V5SA-010D,CZE-V5SA-010D,True
20060,ARG-5INT-013,ARG-5INT-013,True
20061,ESP-V5SA-021B,ESP-V5SA-021B,True
20062,ESP-V5SA-320C,ESP-V5SA-320C,True
20063,ESP-5SA-066,ESP-5SA-066,True
20064,ING-3SA-026A,ING-3SA-026A,True
20065,ITA-V5SA-026,ITA-V5SA-026,True
20066,ESP-V5SA-021B,ESP-V5SA-021B,True
20067,ESP-V5SA-105C,ESP-V5SA-105C,True
20068,ESP-V5SA-053,ESP-V5SA-053,True
20069,ESP-V5SA-320C,ESP-V5SA-320C,True
20070,ESP-V5SA-095D,ESP-V5SA-095D,True
20071,CHL-V5SA-017B,CHL-V5SA-017B,True
20072,CAN-3SA-009C,CAN-3SA-009C,True
20073,EUA-V5PIE-315D,EUA-V5PIE-315D,True
20074,ESP-V5SA-021B,ESP-V5SA-021B,True
20075,ESP-V5SA-021B,ESP-V5SA-021B,True
20076,BEL-V5SA-008A,BEL-V5SA-008A,True
20077,ESP-5SA-057A,ESP-5SA-057A,True
20078,ITA-5SA-016A,ITA-5SA-016A,True
20079,ESP-5SA-059A,ESP-5SA-059A,True
20080,FRA-5INT-063A,FRA-5INT-087A,False
20081,ALE-5INT-030D,ALE-5INT-030D,True
20082,ITA-5CE-016H,ITA-5CE-016H,True
20083,ITA-5SA-020A,ITA-5SA-020A,True
20084,ESP-5SA-027A,ESP-5SA-027A,True
20085,AUS-5SA-049F,AUS-5SA-049F,True
20086,ITA-5SA-016A,ITA-5SA-016A,True
20087,ITA-5SA-016A,ITA-5SA-016A,True
20088,ESP-5SA-027A,ESP-5SA-027A,True
20089,ITA-5SA-016A,ITA-5SA-016A,True
20090,FRA-5INT-071B,FRA-5INT-071B,True
20091,ITA-5SA-020A,ITA-5SA-020A,True
20092,HKG-5PP-001C,HKG-5PP-001C,True
20093,HKG-5PP-001C,HKG-5PP-001C,True
20094,SIN-5INT-004,SIN-5INT-004,True
20095,ESP-V5SA-095H,ESP-V5SA-095H,True
20096,FRA-5INT-128B,FRA-5INT-128B,True
20097,ESP-V5SA-095B,ESP-V5SA-095B,True
20098,ESP-V5SA-095B,ESP-V5SA-095B,True
20099,ESP-V5SA-095D,ESP-V5SA-095D,True
20100,ESP-V5SA-058B,ESP-V5SA-058B,True
20101,ESP-V5SA-058B,ESP-V5SA-058B,True
20102,ESP-V5SA-058B,ESP-V5SA-058B,True
20103,CAN-5INT-023B,CAN-5INT-023B,True
20104,ESP-V5SA-095B,ESP-V5SA-095B,True
20105,CAN-5SA-079A,CAN-5SA-079A,True
20106,ARG-I5SA-018A,ARG-I5SA-018A,True
20107,ESP-I5SA-027E,ESP-I5SA-027E,True
20108,CHL-I5SA-017F,CHL-I5SA-017F,True
20109,EUA-5SA-285A,EUA-5SA-285A,True
20110,CZE-I5SA-010H,CZE-I5SA-010H,True
20111,ESP-V5SA-095D,ESP-V5SA-095D,True
20112,ESP-V5SA-038I,ESP-V5SA-038I,True
20113,EUA-V5SA-181B,EUA-V5SA-181B,True
20114,CZE-V5SA-007,CZE-V5SA-007,True
20115,MEX-5PP-358A,MEX-5PP-358A,True
20116,ING-I5SA-047A,ING-I5SA-047A,True
20117,ESP-5SA-027C,ESP-5SA-027C,True
20118,COL-I5SA-013A,COL-I5SA-013A,True
20119,MEX-5PP-358A,MEX-5PP-358A,True
20120,CAN-V3SA-021F,CAN-V3SA-021F,True
20121,MEX-V5PP-357W,MEX-V5PP-357W,True
20122,ITA-I5SA-016B,ITA-I5SA-016B,True
20123,ESP-5INT-097A,ESP-5INT-097A,True
20124,ESP-I5SA-027D,ESP-I5SA-027D,True
20125,ALE-3SA-014B,ALE-3SA-014B,True
20126,FRA-3SA-096A,FRA-3SA-096A,True
20127,ING-3SA-005,ING-3SA-005,True
20128,FRA-V3SA-010I,FRA-V3SA-010I,True
20129,CAN-V3SA-021J,CAN-V3SA-021J,True
20130,ITA-V3SA-015M,ITA-V3SA-015M,True
20131,ESP-V3SA-038J,ESP-V3SA-038J,True
20132,ALE-V3SA-035A,ALE-V3SA-035A,True
20133,ALE-V3SA-035A,ALE-V3SA-035A,True
20134,FRA-V3SA-075C,FRA-V3SA-075C,True
20135,CAN-3SA-048C,CAN-3SA-048C,True
20136,ESP-V3SA-041B,ESP-V3SA-041B,True
20137,ITA-V3SA-025,ITA-V3SA-025,True
20138,ITA-V3SA-025,ITA-V3SA-025,True
20139,ING-V3SA-005B,ING-V3SA-005B,True
20140,FRA-3SA-096A,FRA-3SA-096A,True
20141,CAN-3SA-008,CAN-3SA-008,True
20142,CAN-V3SA-092A,CAN-V3SA-092A,True
20143,CAN-V3SA-009F,CAN-V3SA-009F,True
20144,CAN-V3SA-080A,CAN-V3SA-080A,True
20145,CAN-V3SA-080A,CAN-V3SA-080A,True
20146,CAN-V3SA-98B,CAN-V3SA-98B,True
20147,ESP-V3SA-323A,ESP-V3SA-323A,True
20148,CAN-V3SA-009F,CAN-V3SA-009F,True
20149,CHN-V3SA-002,CHN-V3SA-002,True
20150,ESP-V3SA-064A,ESP-V3SA-064A,True
20151,AUS-3SA-050A,AUS-3SA-050A,True
20152,ITA-3SA-015B,ITA-3SA-015B,True
20153,ING-3SA-002B,ING-3SA-002B,True
20154,ING-3SA-002B,ING-3SA-002B,True
20155,MEX-I3SA-325C,MEX-I3SA-325C,True
20156,MEX-I3SA-325D,MEX-I3SA-325D,True
20157,MEX-I3SA-325D,MEX-I3SA-325D,True
20158,MEX-I3SA-334A,MEX-I3SA-334A,True
20159,MEX-I3SA-335A,MEX-I3SA-335A,True
20160,MEX-I3SA-335A,MEX-I3SA-335A,True
20161,MEX-I3SA-335A,MEX-I3SA-335A,True
20162,MEX-I3SA-334A,MEX-I3SA-334A,True
20163,MEX-I3SA-335A,MEX-I3SA-335A,True
20164,MEX-I3SA-325E,MEX-I3SA-325E,True
20165,CAN-3SA-009C,CAN-3SA-009C,True
20166,CAN-3SA-009C,CAN-3SA-009C,True
20167,FRA-3SA-008C,FRA-3SA-008C,True
20168,CAN-3SA-021C,CAN-3SA-021C,True
20169,CAN-3SA-048C,CAN-3SA-048C,True
20170,SUI-3SA-009A,SUI-3SA-009A,True
20171,ALE-3SA-014C,ALE-3SA-014C,True
20172,ING-3SA-005,ING-3SA-005,True
20173,CAN-3SA-011A,CAN-3SA-011A,True
20174,FRA-3SA-096A,FRA-3SA-096A,True
20175,FRA-3SA-096A,FRA-3SA-096A,True
20176,CAN-3SA-008,CAN-3SA-008,True
20177,ALE-V3SA-014K,ALE-V3SA-014K,True
20178,ALE-V3SA-014K,ALE-V3SA-014K,True
20179,CAN-V3SA-021F,CAN-V3SA-021F,True
20180,CAN-V3SA-021F,CAN-V3SA-021F,True
20181,CAN-V3SA-021F,CAN-V3SA-021F,True
20182,ESP-V3SA-038H,ESP-V3SA-038H,True
20183,ESP-V3SA-038H,ESP-V3SA-038H,True
20184,FRA-V3SA-010I,FRA-V3SA-010I,True
20185,FRA-V3SA-010I,FRA-V3SA-010I,True
20186,CAN-V3SA-080B,CAN-V3SA-080B,True
20187,CAN-V3SA-080B,CAN-V3SA-080B,True
20188,CAN-V3SA-080B,CAN-V3SA-080B,True
20189,CAN-V3SA-008B,CAN-V3SA-008B,True
20190,CAN-V3SA-008B,CAN-V3SA-008B,True
20191,CAN-3SA-008,CAN-3SA-008,True
20192,CAN-3SA-008,CAN-3SA-008,True
20193,CAN-3SA-008,CAN-3SA-008,True
20194,CAN-V3SA-010F,CAN-V3SA-010F,True
20195,CAN-V3SA-010F,CAN-V3SA-010F,True
20196,FRA-V3SA-016,FRA-V3SA-016,True
20197,MEX-V3SA-344E,MEX-V3SA-344E,True
20198,CAN-V3SA-010F,CAN-V3SA-010F,True
20199,ESP-V3SA-041D,ESP-V3SA-041D,True
20200,ESP-V3SA-041D,ESP-V3SA-041D,True
20201,ESP-V3SA-323A,ESP-V3SA-323A,True
20202,FRA-3SA-096A,FRA-3SA-096A,True
20203,FRA-3SA-096A,FRA-3SA-096A,True
20204,ING-3SA-026A,ING-3SA-026A,True
20205,ING-3SA-026A,ING-3SA-026A,True
20206,CZE-V3SA-11B,CZE-V3SA-11B,True
20207,CZE-V3SA-11B,CZE-V3SA-11B,True
20208,CZE-V3SA-11B,CZE-V3SA-11B,True
20209,ING-3SA-026A,ING-3SA-026A,True
20210,DIN-V3SA-007B,DIN-V3SA-007B,True
20211,ALE-V3SA-324A,ALE-V3SA-324A,True
20212,FRA-V3SA-043,FRA-V3SA-043,True
20213,ITA-V3SA-025,ITA-V3SA-025,True
20214,ALE-V3SA-325A,ALE-V3SA-325A,True
20215,ALE-V3SA-325A,ALE-V3SA-325A,True
20216,MEX-V3SA-344A,MEX-V3SA-344A,True
20217,MEX-V3SA-344C,MEX-V3SA-344C,True
20218,MEX-V3SA-344A,MEX-V3SA-344A,True
20219,MEX-V3SA-344C,MEX-V3SA-344C,True
20220,MEX-V3SA-344C,MEX-V3SA-344C,True
20221,FRA-V3SA-121,FRA-V3SA-121,True
20222,CAN-V3SA-009E,CAN-V3SA-009E,True
20223,AUS-V3SA-003,AUS-V3SA-003,True
20224,ALE-V3SA-035B,ALE-V3SA-035B,True
20225,FRA-V3SA-014A,FRA-V3SA-014A,True
20226,ALE-3SA-035C,ALE-3SA-035C,True
20227,ALE-V3SA-325A,ALE-V3SA-325A,True
20228,CAN-V3SA-092A,CAN-V3SA-092A,True
20229,CAN-V3SA-092A,CAN-V3SA-092A,True
20230,ESP-V3SA-323A,ESP-V3SA-323A,True
20231,JAP-V3SA-015B,JAP-V3SA-015B,True
20232,CAN-V3SA-100A,CAN-V3SA-100A,True
20233,CHN-V3SA-002,CHN-V3SA-002,True
20234,MEX-V3SA-003A,MEX-V3SA-003A,True
20235,FRA-V3SA-159A,FRA-V3SA-159A,True
20236,CAN-V3SA-099B,CAN-V3SA-099B,True
20237,CAN-3SA-021E,CAN-3SA-021E,True
20238,FRA-3SA-010B,FRA-3SA-010B,True
20239,FRA-3SA-010B,FRA-3SA-010B,True
20240,EUA-3SA-330B,EUA-3SA-330B,True
20241,FRA-3SA-096A,FRA-3SA-096A,True
20242,EUA-I5SA-343A,EUA-I5SA-343A,True
20243,SUI-3SA-009A,SUI-3SA-009A,True
20244,CAN-3SA-001B,CAN-3SA-001B,True
20245,CAN-3SA-001B,CAN-3SA-001B,True
20246,CAN-3SA-001B,CAN-3SA-001B,True
20247,FRA-3SA-096A,FRA-3SA-096A,True
20248,CAN-3SA-009C,CAN-3SA-009C,True
20249,CAN-3SA-099A,CAN-3SA-099A,True
20250,ING-3SA-005C,ING-3SA-005C,True
20251,ESP-V5SA-021B,ESP-V5SA-021B,True
20252,FRA-3SA-010A,FRA-3SA-010A,True
20253,ESP-5PP-001B,ESP-5PP-001B,True
20254,ESP-V5SA-320C,ESP-V5SA-320C,True
20255,EUA-V5SA-020E,EUA-V5SA-020E,True
20256,ESP-V5CE-021C,ESP-V5CE-021C,True
20257,CRC-V5SA-7A,CRC-V5SA-7A,True
20258,ITA-5CE-016B,ITA-5CE-016B,True
20259,HOL-5INT-36D,HOL-5INT-36D,True
20260,JAP-V5SA-020D,JAP-V5SA-20D,False
20261,ESP-5CE-021L,ESP-5CE-021L,True
20262,ITA-5SA-016A,ITA-5SA-016A,True
20263,CAN-V5SA-079B,CAN-V5SA-079B,True
