,OportunidadAsignada,Seleccionada1,Comparacion
14795,MUN-5PP-001A,MUN-5PP-001A,True
14796,ALE-5INT-038,ALE-5INT-038,True
14797,EUA-5DD-219G,EUA-5DD-219G,True
14798,EUA-5PIE-263L,EUA-5PIE-263L,True
14799,ESP-5SA-057A,ESP-5SA-057A,True
14800,CHL-5INT-027,ALE-5INT-039,False
14801,FIN-5INT-005,AUS-5INT-032D,False
14802,ESP-V5SA-027B,ESP-V5SA-027B,True
14803,CAN-V5SA-063L,CAN-V5SA-063L,True
14804,ALE-V3SA-035B,ALE-V3SA-035B,True
14805,EUA-V3SA-274B,EUA-V3SA-274B,True
14806,EUA-V3SA-274B,EUA-V3SA-274B,True
14807,EUA-V5SA-191F,EUA-V5SA-191F,True
14808,CAN-V5SA-063L,CAN-V5SA-063L,True
14809,ESP-V5SA-027B,ESP-V5SA-027B,True
14810,EUA-V5SA-191F,EUA-V5SA-191F,True
14811,CAN-V5SA-063L,CAN-V5SA-063L,True
14812,ESP-V5SA-027B,ESP-V5SA-027B,True
14813,ESP-V5SA-027B,ESP-V5SA-027B,True
14814,EUA-V5SA-320A,EUA-V5SA-320A,True
14815,CAN-V5SA-063L,CAN-V5SA-063L,True
14816,EUA-V5SA-320A,EUA-V5SA-320A,True
14817,CAN-V5SA-063L,CAN-V5SA-063L,True
14818,EUA-V5SA-191G,EUA-V5SA-191G,True
14819,CAN-V5SA-076G,CAN-V5SA-076G,True
14820,CAN-V5SA-063L,CAN-V5SA-063L,True
14821,ESP-V5SA-321A,ESP-V5SA-321A,True
14822,CAN-V5SA-071A,CAN-V5SA-071A,True
14823,ESP-V5SA-321A,ESP-V5SA-321A,True
14824,ALE-5INT-041,ALE-5INT-025A,False
14825,ALE-5INP-005C,ALE-5INP-005C,True
14826,ALE-5INP-005C,ALE-5INP-005C,True
14827,ALE-5INP-005C,ALE-5INP-005C,True
14828,EUA-5PIE-323,EUA-5PIE-323,True
14829,MEX-I3SA-325C,MEX-I3SA-325C,True
14830,FRA-5INT-147A,FRA-5INT-147A,True
14831,CAN-V5SA-076G,CAN-V5SA-076G,True
14832,CAN-V5SA-076A,CAN-V5SA-076A,True
14833,CAN-V5SA-037,CAN-V5SA-037,True
14834,CAN-V5SA-079A,CAN-V5SA-079A,True
14835,CAN-V5SA-079A,CAN-V5SA-079A,True
14836,CAN-V5SA-079A,CAN-V5SA-079A,True
14837,CAN-V5SA-076A,CAN-V5SA-076A,True
14838,JAP-V5SA-018A,JAP-V5SA-18A,False
14839,CZE-V5CE-10A,CZE-V5CE-10A,True
14840,CZE-V5SA-007,CZE-V5SA-007,True
14841,CAN-V5SA-079A,CAN-V5SA-079A,True
14842,EUA-V5SA-191G,EUA-V5SA-191G,True
14843,EUA-V5SA-191G,EUA-V5SA-191G,True
14844,JAP-V5SA-018A,JAP-V5SA-18A,False
14845,CHL-V5SA-028B,CHL-V5SA-028B,True
14846,FRA-V5SA-145,FRA-V5SA-145,True
14847,CHL-I5SA-017E,CHL-I5SA-017E,True
14848,ESP-I5SA-027E,ESP-I5SA-027E,True
14849,CAN-V5SA-076G,CAN-V5SA-076G,True
14850,CZE-V5SA-007,CZE-V5SA-007,True
14851,CZE-V5SA-010D,CZE-V5SA-010D,True
14852,CZE-V5SA-001E,CZE-V5SA-001E,True
14853,JAP-V5SA-018A,JAP-V5SA-18A,False
14854,CZE-V5SA-001E,CZE-V5SA-001E,True
14855,COL-V5SA-013F,COL-V5SA-013F,True
14856,ESP-V5SA-064A,ESP-V5SA-064A,True
14857,CAN-V5SA-037,CAN-V5SA-037,True
14858,ESP-V5SA-064A,ESP-V5SA-064A,True
14859,CAN-V5SA-076G,CAN-V5SA-076G,True
14860,CZE-V5SA-007,CZE-V5SA-007,True
14861,CAN-V5SA-076G,CAN-V5SA-076G,True
14862,CZE-V5SA-007,CZE-V5SA-007,True
14863,EUA-V5SA-329G,EUA-V5SA-329G,True
14864,CAN-V5SA-076A,CAN-V5SA-076A,True
14865,CAN-V5SA-076G,CAN-V5SA-076G,True
14866,CAN-V5SA-076G,CAN-V5SA-076G,True
14867,AUS-5INT-045,AUS-5INT-045,True
14868,CZE-V5SA-001I,CZE-V5SA-001I,True
14869,ESP-5SA-066,ESP-5SA-066,True
14870,FRA-V5SA-147C,FRA-V5SA-147C,True
14871,CAN-V5SA-076G,CAN-V5SA-076G,True
14872,ESP-V5SA-064B,ESP-V5SA-064B,True
14873,ESP-V5SA-064A,ESP-V5SA-064A,True
14874,EUA-5INT-264,EUA-5INT-264,True
14875,ESP-V5SA-320C,ESP-V5SA-320C,True
14876,CZE-I5SA-010E,CZE-I5SA-010E,True
14877,SUE-5INT-022B,NZL-5INT-008A,False
14878,ESP-I5SA-027E,ESP-I5SA-027E,True
14879,CAN-V5SA-079A,CAN-V5SA-079A,True
14880,FRA-V5SA-147C,FRA-V5SA-147C,True
14881,FIN-V5SA-027B,FIN-V5SA-027B,True
14882,FIN-V5SA-027B,FIN-V5SA-027B,True
14883,CAN-V5SA-079A,CAN-V5SA-079A,True
14884,ESP-V5SA-064A,ESP-V5SA-064A,True
14885,ESP-V5SA-320E,ESP-V5SA-320E,True
14886,ESP-V5SA-320E,ESP-V5SA-320E,True
14887,ESP-V5SA-320E,ESP-V5SA-320E,True
14888,COR-V5SA-002A,COR-V5SA-002A,True
14889,CAN-I5SA-034A,CAN-I5SA-034A,True
14890,CAN-I5SA-034A,CAN-I5SA-034A,True
14891,CZE-I5SA-010E,CZE-I5SA-010E,True
14892,CZE-I5SA-010E,CZE-I5SA-010E,True
14893,ESP-V5SA-320E,ESP-V5SA-320E,True
14894,ESP-5SA-059,ESP-5SA-059,True
14895,ITA-V5SA-004A,ITA-V5SA-004A,True
14896,ITA-V5SA-004A,ITA-V5SA-004A,True
14897,CZE-V5SA-001E,CZE-V5SA-001E,True
14898,CRO-V5SA-002,CRO-V5SA-002,True
14899,EUA-V5SA-285E,EUA-V5SA-285E,True
14900,POR-V5SA-004D,POR-V5SA-004D,True
14901,EUA-8DD-016A,EUA-8DD-016A,True
14902,HUN-5SA-001,HUN-5SA-001,True
14903,ESP-5INT-028B,ESP-5INT-028B,True
14904,FIN-5INT-026,FIN-5INT-026,True
14905,AUS-5SA-049F,AUS-5SA-049F,True
14906,ESP-5SA-068A,ESP-5SA-068A,True
14907,CAN-3SA-021B,CAN-3SA-021B,True
14908,CAN-3SA-021B,CAN-3SA-021B,True
14909,NZL-3SA-003,NZL-3SA-003,True
14910,SUI-3SA-009D,SUI-3SA-009D,True
14911,ING-3SA-002B,ING-3SA-002B,True
14912,FRA-3SA-096A,FRA-3SA-096A,True
14913,FRA-3SA-096A,FRA-3SA-096A,True
14914,FRA-3SA-096A,FRA-3SA-096A,True
14915,FRA-3SA-008C,FRA-3SA-008C,True
14916,CAN-3SA-009C,CAN-3SA-009C,True
14917,CAN-V5SA-037,CAN-V5SA-037,True
14918,CAN-V5SA-037,CAN-V5SA-037,True
14919,CAN-V5SA-037,CAN-V5SA-037,True
14920,CAN-V5SA-037,CAN-V5SA-037,True
14921,CAN-V5SA-037,CAN-V5SA-037,True
14922,CAN-V5SA-037,CAN-V5SA-037,True
14923,CAN-V5SA-037,CAN-V5SA-037,True
14924,CAN-V5SA-037,CAN-V5SA-037,True
14925,ALE-V3SA-014M,ALE-V3SA-014M,True
14926,ALE-V3SA-014I,ALE-V3SA-014I,True
14927,ALE-V3SA-014K,ALE-V3SA-014K,True
14928,CAN-V3SA-021J,CAN-V3SA-021J,True
14929,CAN-V3SA-021J,CAN-V3SA-021J,True
14930,CAN-V3SA-021J,CAN-V3SA-021J,True
14931,CAN-V3SA-021J,CAN-V3SA-021J,True
14932,ALE-V3SA-014K,ALE-V3SA-014K,True
14933,ALE-V5PIE-127,ALE-V5PIE-127,True
14934,DIN-V3SA-007B,DIN-V3SA-007B,True
14935,DIN-V3SA-007B,DIN-V3SA-007B,True
14936,ING-V5SA-047,ING-V5SA-047,True
14937,CAN-V3SA-080B,CAN-V3SA-080B,True
14938,CAN-V3SA-010F,CAN-V3SA-010F,True
14939,AUS-V3SA-003,AUS-V3SA-003,True
14940,FRA-V3SA-073,FRA-V3SA-073,True
14941,FRA-V3SA-075A,FRA-V3SA-075A,True
14942,FRA-V3SA-075A,FRA-V3SA-075A,True
14943,ALE-V3SA-047,ALE-V3SA-047,True
14944,ITA-V3SA-015E,ITA-V3SA-015E,True
14945,ALE-V3SA-047,ALE-V3SA-047,True
14946,CHI-V3SA-028,CHI-V3SA-028,True
14947,ALE-V3SA-047,ALE-V3SA-047,True
14948,ALE-V3SA-035B,ALE-V3SA-035B,True
14949,ALE-V3SA-035B,ALE-V3SA-035B,True
14950,ITA-V5SA-026,ITA-V5SA-026,True
14951,FRA-3SA-010A,FRA-3SA-010A,True
14952,FRA-V3SA-096B,FRA-V3SA-096B,True
14953,TUR-V5SA-002A,TUR-V5SA-002A,True
14954,CAN-3SA-008,CAN-3SA-008,True
14955,CAN-3SA-008,CAN-3SA-008,True
14956,CAN-3SA-008,CAN-3SA-008,True
14957,CAN-V3SA-080B,CAN-V3SA-080B,True
14958,CAN-V3SA-080B,CAN-V3SA-080B,True
14959,CAN-V3SA-010F,CAN-V3SA-010F,True
14960,ESP-V3SA-323A,ESP-V3SA-323A,True
14961,ESP-V3SA-323A,ESP-V3SA-323A,True
14962,ESP-V3SA-323A,ESP-V3SA-323A,True
14963,EUA-V3SA-274B,EUA-V3SA-274B,True
14964,FRA-V3SA-073,FRA-V3SA-073,True
14965,EUA-V3SA-274B,EUA-V3SA-274B,True
14966,EUA-V3SA-196,EUA-V3SA-196,True
14967,CAN-5PIE-098A,CAN-5PIE-98A,False
14968,CAN-V3SA-010F,CAN-V3SA-010F,True
14969,ING-V5SA-047,ING-V5SA-047,True
14970,EUA-5PIE-223,EUA-5PIE-223,True
14971,ESP-V3SA-064A,ESP-V3SA-064A,True
14972,ESP-V3SA-064A,ESP-V3SA-064A,True
14973,FIN-5INT-024,FIN-5INT-024,True
14974,ESP-V5SA-063,ESP-V5SA-063,True
14975,EUA-V5SA-191J,EUA-V5SA-191J,True
14976,CAN-V5SA-037,CAN-V5SA-037,True
14977,CZE-V5SA-010B,CZE-V5SA-010B,True
14978,FIN-V5SA-027B,FIN-V5SA-27B,False
14979,ESP-V5SA-063,ESP-V5SA-063,True
14980,EUA-V5SA-191J,EUA-V5SA-191J,True
14981,CAN-V5SA-078F,CAN-V5SA-078F,True
14982,ESP-V5SA-062J,ESP-V5SA-062J,True
14983,FRA-V5SA-153A,FRA-V5SA-153A,True
14984,CAN-V5SA-037,CAN-V5SA-037,True
14985,ESP-V5SA-027B,ESP-V5SA-027B,True
14986,AUS-3SA-050A,AUS-3SA-050A,True
14987,ING-3SA-026,ING-3SA-026,True
14988,CAN-V5SA-068A,CAN-V5SA-068A,True
14989,FRA-3SA-152A,FRA-3SA-152A,True
14990,CAN-3SA-009C,CAN-3SA-009C,True
14991,CAN-3SA-009C,CAN-3SA-009C,True
14992,FRA-V5SA-153A,FRA-V5SA-153A,True
14993,FIN-V5SA-27A,FIN-V5SA-27A,True
14994,EUA-V5SA-329H,EUA-V5SA-329H,True
14995,ESP-V5SA-027B,ESP-V5SA-027B,True
14996,CAN-5SA-063A,CAN-5SA-063A,True
14997,ALE-5INP-005B,ALE-5INP-005B,True
14998,CAN-V5SA-037,CAN-V5SA-037,True
14999,ESP-5INT-089,ESP-5INT-093E,False
15000,MEX-I3SA-325A,MEX-I3SA-325A,True
15001,MEX-I3SA-325A,MEX-I3SA-325A,True
15002,MEX-I3SA-334A,MEX-I3SA-334A,True
15003,MEX-I3SA-325C,MEX-I3SA-325C,True
15004,MEX-I3SA-335A,MEX-I3SA-335A,True
15005,MEX-I3SA-335A,MEX-I3SA-335A,True
15006,ESP-I5SA-027C,ESP-I5SA-027C,True
15007,URU-I5SA-004B,URU-I5SA-4B,False
15008,CZE-I5SA-001A,CZE-I5SA-001A,True
15009,ESP-I5SA-027C,ESP-I5SA-027C,True
15010,EUA-5INT-020V,EUA-5INT-020V,True
15011,ESP-5INT-058A,ESP-5INT-058A,True
15012,CHN-5INT-007,CHN-5INT-007,True
15013,CAN-5PIE-098A,CAN-5PIE-98A,False
15014,CHL-V5SA-012B,CHL-V5SA-012B,True
15015,FRA-V5SA-153A,FRA-V5SA-153A,True
15016,FRA-V5SA-057E,FRA-V5SA-057E,True
15017,CAN-V5SA-037,CAN-V5SA-037,True
15018,ALE-V5ID-153,ALE-V5ID-153,True
15019,CZE-V5SA-001E,CZE-V5SA-001E,True
15020,ALE-V5ID-153,ALE-V5ID-153,True
15021,CAN-5SA-074A,CAN-5SA-074A,True
15022,FIN-V5SA-027B,FIN-V5SA-27B,False
15023,CRO-V5SA-002,CRO-V5SA-002,True
15024,SVK-V5SA-001D,SVK-V5SA-001D,True
15025,SVN-V5SA-001D,SVN-V5SA-001D,True
15026,ESP-5SA-066,ESP-5SA-066,True
15027,SVK-V5SA-001D,SVK-V5SA-001D,True
15028,SVK-V5SA-001D,SVK-V5SA-001D,True
15029,CAN-V5SA-063O,CAN-V5SA-063O,True
15030,FRA-V5SA-153A,FRA-V5SA-153A,True
15031,CZE-V5SA-010D,CZE-V5SA-010D,True
15032,CAN-V5SA-019,CAN-V5SA-019,True
15033,CAN-V5SA-037,CAN-V5SA-037,True
15034,CZE-V5SA-010D,CZE-V5SA-010D,True
15035,ESP-V5SA-021D,ESP-V5SA-021D,True
15036,SVK-V5SA-001E,SVK-V5SA-001E,True
15037,SVK-V5SA-001E,SVK-V5SA-001E,True
15038,COR-5INT-029B,ALE-5INT-028,False
15039,ESP-5INT-089,ESP-5INT-089,True
15040,FRA-V5SA-153A,FRA-V5SA-153A,True
15041,MEX-V5EI-341A,MEX-V5EI-341A,True
15042,FRA-V5SA-153A,FRA-V5SA-153A,True
15043,CAN-V5SA-076A,CAN-V5SA-076A,True
15044,MEX-V5EI-341A,MEX-V5EI-341A,True
15045,ING-V5SA-015A,ING-V5SA-015A,True
15046,FRA-5INT-153A,FRA-5INT-153A,True
15047,CAN-V5SA-076H,CAN-V5SA-076H,True
15048,ESP-V5SA-062J,ESP-V5SA-062J,True
15049,CAN-V5SA-063O,CAN-V5SA-063O,True
15050,CAN-5PIE-098A,CAN-5PIE-98A,False
15051,ALE-5INP-075E,ALE-5INP-075E,True
15052,HUN-5SA-001,HUN-5SA-001,True
15053,FRA-V5SA-153A,FRA-V5SA-153A,True
15054,CAN-V5ID-034M,CAN-V5ID-034M,True
15055,AUS-5SA-009B,AUS-5SA-009B,True
15056,COR-5INT-29A,FIN-5INT-024,False
15057,ALE-5INP-075E,ALE-5INP-075E,True
15058,CAN-5INT-013G,CAN-5INT-013G,True
15059,ALE-5INP-067A,ALE-5INP-067A,True
15060,COR-5INT-021,COR-5INT-021,True
15061,COL-5INT-001A,COL-5INT-001A,True
15062,ALE-5INT-138,ALE-5INT-138,True
15063,COR-5INT-29A,COR-5INT-29A,True
15064,EUA-5INT-001A,EUA-5INT-001A,True
15065,ESP-5SA-068E,ESP-5SA-068E,True
15066,CZE-I5SA-010E,CZE-I5SA-010E,True
15067,ESP-5INT-066A,ALE-5INT-145,False
15068,ESP-5SA-066,ESP-5SA-066,True
15069,ESP-5SA-066,ESP-5SA-066,True
15070,COR-5INT-025B,ING-5INT-005A,False
15071,ESP-5SA-066,ESP-5SA-066,True
15072,ESP-I5SA-027D,ESP-I5SA-027D,True
15073,ESP-5SA-066,ESP-5SA-066,True
15074,ALE-5INT-133,ALE-5INT-138,False
15075,CZE-I5SA-010D,CZE-I5SA-010D,True
15076,CZE-I5SA-010D,CZE-I5SA-010D,True
15077,CZE-I5SA-010D,CZE-I5SA-010D,True
15078,FRA-5INT-153A,FRA-5INT-153A,True
15079,ESP-5INT-318F,ESP-5INT-318F,True
15080,ESP-5SA-057A,ESP-5SA-057A,True
15081,CZE-I5SA-010E,CZE-I5SA-010E,True
15082,ESP-5SA-057A,ESP-5SA-057A,True
15083,HUN-5SA-001,HUN-5SA-001,True
15084,ESP-5INT-066A,ESP-5INT-066A,True
15085,ALE-V5SA-147,ALE-V5SA-147,True
15086,ESP-V5SA-095D,ESP-V5SA-095D,True
15087,ESP-V5SA-095D,ESP-V5SA-095D,True
15088,ESP-V5SA-095D,ESP-V5SA-095D,True
15089,ESP-V5SA-095D,ESP-V5SA-095D,True
15090,CZE-V5CE-10A,CZE-V5CE-10A,True
15091,SVN-V5SA-001D,SVN-V5SA-001D,True
15092,ESP-V5SA-095D,ESP-V5SA-095D,True
15093,FRA-V5SA-153A,FRA-V5SA-153A,True
15094,FRA-V5SA-057E,FRA-V5SA-057E,True
15095,ESP-5INT-066A,ESP-5INT-066A,True
15096,BEL-V5SA-008A,BEL-V5SA-008A,True
15097,SVK-V5SA-001F,SVK-V5SA-001F,True
15098,BEL-V5SA-008A,BEL-V5SA-008A,True
15099,FRA-V5SA-153A,FRA-V5SA-153A,True
15100,CAN-V5SA-063O,CAN-V5SA-063O,True
15101,CAN-V5SA-037,CAN-V5SA-037,True
15102,CAN-V5SA-037,CAN-V5SA-037,True
15103,AUS-5SA-027A,AUS-5SA-027A,True
15104,ESP-V5SA-062J,ESP-V5SA-062J,True
15105,FRA-V5SA-153A,FRA-V5SA-153A,True
15106,CAN-V5ID-060,CAN-V5ID-060,True
15107,ESP-V5SA-064B,ESP-V5SA-064B,True
15108,ESP-V5SA-095E,ESP-V5SA-095E,True
15109,CAN-V5SA-037,CAN-V5SA-037,True
15110,CAN-V5SA-037,CAN-V5SA-037,True
15111,MEX-5EI-352A,MEX-5EI-352A,True
15112,FRA-V5SA-153A,FRA-V5SA-153A,True
15113,CAN-V5SA-037,CAN-V5SA-037,True
15114,CAN-V5SA-037,CAN-V5SA-037,True
15115,FRA-V5SA-153A,FRA-V5SA-153A,True
15116,CAN-V5SA-037,CAN-V5SA-037,True
15117,CZE-V5SA-010A,CZE-V5SA-010A,True
15118,ING-5SA-50A,ING-5SA-50A,True
15119,CZE-V5CE-10A,CZE-V5CE-10A,True
15120,CAN-V5ID-060,CAN-V5ID-060,True
15121,CAN-V5SA-037,CAN-V5SA-037,True
15122,ESP-V5SA-095E,ESP-V5SA-095E,True
15123,CAN-V5ID-060,CAN-V5ID-060,True
15124,CAN-V5SA-037,CAN-V5SA-037,True
15125,CAN-V5SA-037,CAN-V5SA-037,True
15126,FRA-V5SA-153A,FRA-V5SA-153A,True
15127,FIN-V5SA-027B,FIN-V5SA-027B,True
15128,SVK-V5SA-001F,SVK-V5SA-001F,True
15129,CAN-V5SA-098D,CAN-V5SA-098D,True
15130,ESP-5SA-330A,ESP-5SA-330A,True
15131,CAN-V5SA-037,CAN-V5SA-037,True
15132,ESP-5SA-068B,ESP-5SA-068B,True
15133,CAN-V5SA-037,CAN-V5SA-037,True
15134,FRA-V5SA-153A,FRA-V5SA-153A,True
15135,FRA-V5SA-153A,FRA-V5SA-153A,True
15136,CAN-V5SA-037,CAN-V5SA-037,True
15137,ESP-V5SA-095D,ESP-V5SA-095D,True
15138,MEX-V5PP-003B,MEX-V5PP-003B,True
15139,CZE-V5SA-010A,CZE-V5SA-010A,True
15140,CZE-V5SA-007,CZE-V5SA-007,True
15141,AUS-5SA-027A,AUS-5SA-027A,True
15142,CAN-5PP-088,CAN-5PP-088,True
15143,CAN-V5SA-063O,CAN-V5SA-063O,True
15144,CAN-V5SA-063O,CAN-V5SA-063O,True
15145,FRA-V5SA-153A,FRA-V5SA-153A,True
15146,CAN-V5SA-076H,CAN-V5SA-076H,True
15147,ESP-V5SA-062J,ESP-V5SA-062J,True
15148,FRA-V5SA-153A,FRA-V5SA-153A,True
15149,ALE-V5ID-153,ALE-V5ID-153,True
15150,ESP-V5SA-033,ESP-V5SA-033,True
15151,ESP-5SA-071A,ESP-5SA-071A,True
15152,CAN-V5SA-037,CAN-V5SA-037,True
15153,CAN-V5SA-037,CAN-V5SA-037,True
15154,COL-5INT-014D,COL-5INT-014D,True
15155,ALE-5INP-077D,ALE-5INP-077D,True
15156,AUS-5SA-032E,AUS-5SA-032E,True
15157,FRA-5INT-153A,FRA-5INT-153A,True
15158,EUA-I5SA-343A,EUA-I5SA-343A,True
15159,ESP-5PEI-027A,ESP-5PEI-027A,True
15160,HOL-5INT-007,ALE-5INT-138,False
15161,CZE-I5CE-11A,CZE-I5CE-11A,True
15162,FRA-5INT-153A,FRA-5INT-153A,True
15163,CZE-I5CE-11A,CZE-I5CE-11A,True
15164,LVA-5SA-001E,LVA-5SA-001E,True
15165,CZE-I5SA-010E,CZE-I5SA-010E,True
15166,ESP-5INT-093C,ESP-5INT-093C,True
15167,FIN-5INT-025B,FIN-5INT-025B,True
15168,AUS-5SA-049F,AUS-5SA-049F,True
15169,FRA-5INT-153A,FRA-5INT-153A,True
15170,CZE-I5SA-010D,CZE-I5SA-010D,True
15171,AUS-5SA-032E,AUS-5SA-032E,True
15172,FIN-5INT-004A,SUE-5INT-014,False
15173,ESP-5SA-066,ESP-5SA-066,True
15174,ESP-5INT-093C,ESP-5INT-093C,True
15175,FRA-5INT-153A,FRA-5INT-153A,True
15176,FRA-5INT-153A,SIN-5INT-002,False
15177,AUS-5SA-032E,AUS-5SA-032E,True
15178,AUS-5SA-045,AUS-5SA-045,True
15179,ESP-V5SA-062J,ESP-V5SA-062J,True
15180,CAN-V5SA-076G,CAN-V5SA-076G,True
15181,CZE-V5SA-001J,CZE-V5SA-001J,True
15182,ESP-V5SA-318A,ESP-V5SA-318A,True
15183,IRL-5INT-002B,IRL-5INT-2B,False
15184,FRA-V5SA-153A,FRA-V5SA-153A,True
15185,FRA-5INT-071B,FRA-5INT-071B,True
15186,ESP-V5SA-318A,ESP-V5SA-318A,True
15187,CZE-V5SA-010B,CZE-V5SA-010B,True
15188,FRA-V5SA-153A,FRA-V5SA-153A,True
15189,AUS-5SA-040,AUS-5SA-040,True
15190,FRA-V5SA-153A,FRA-V5SA-153A,True
15191,ESP-V5SA-318A,ESP-V5SA-318A,True
15192,ESP-5SA-066,ESP-5SA-066,True
15193,EUA-V5SA-066A,EUA-V5SA-066A,True
15194,COL-I5SA-013A,COL-I5SA-013A,True
15195,COL-I5SA-013E,COL-I5SA-013E,True
15196,COL-I5SA-013F,COL-I5SA-013F,True
15197,CAN-V5SA-076A,CAN-V5SA-076A,True
15198,CAN-V5SA-076H,CAN-V5SA-076H,True
15199,AUS-5SA-046,AUS-5SA-046,True
15200,COR-5SA-009,COR-5SA-009,True
15201,ESP-V5SA-318A,ESP-V5SA-318A,True
15202,ESP-5SA-071A,ESP-5SA-071A,True
15203,ESP-5SA-071A,ESP-5SA-071A,True
15204,ESP-V5SA-318A,ESP-V5SA-318A,True
15205,FRA-V5SA-153A,FRA-V5SA-153A,True
15206,CAN-V5SA-076G,CAN-V5SA-076G,True
15207,FIN-V5SA-027B,FIN-V5SA-027B,True
15208,CZE-V5SA-010B,CZE-V5SA-010B,True
15209,CAN-V5SA-211F,CAN-V5SA-211F,True
15210,CAN-V5SA-211C,CAN-V5SA-211C,True
15211,ESP-V5SA-334A,ESP-V5SA-334A,True
15212,CAN-V5SA-211C,CAN-V5SA-211C,True
15213,CAN-V5SA-211C,CAN-V5SA-211C,True
15214,COR-5INT-002,SIN-5INT-003,False
15215,CAN-V5SA-211C,CAN-V5SA-211C,True
15216,CAN-V5SA-211C,CAN-V5SA-211C,True
15217,FRA-V5SA-153A,FRA-V5SA-153A,True
15218,ESP-V5SA-318A,ESP-V5SA-318A,True
15219,CAN-V5SA-060E,CAN-V5SA-060E,True
15220,ESP-V5SA-318A,ESP-V5SA-318A,True
15221,MEX-V5PP-011A,MEX-V5PP-011A,True
15222,CAN-V5SA-211C,CAN-V5SA-211C,True
15223,CAN-V5SA-211E,CAN-V5SA-211E,True
15224,SVK-V5SA-001G,SVK-V5SA-001G,True
15225,CAN-V5SA-211F,CAN-V5SA-211F,True
15226,CAN-V5SA-211C,CAN-V5SA-211C,True
15227,CAN-V5SA-211C,CAN-V5SA-211C,True
15228,CAN-V5SA-211F,CAN-V5SA-211F,True
15229,CAN-V5SA-211C,CAN-V5SA-211C,True
15230,CAN-V5SA-211F,CAN-V5SA-211F,True
15231,COR-V5PIE-008A,COR-V5PIE-008A,True
15232,CAN-V5SA-211C,CAN-V5SA-211C,True
15233,CAN-V5SA-211C,CAN-V5SA-211C,True
15234,CAN-V5SA-211C,CAN-V5SA-211C,True
15235,ESP-V5SA-318A,ESP-V5SA-318A,True
15236,CAN-V5SA-076H,CAN-V5SA-076H,True
15237,MEX-V5EI-371A,MEX-V5EI-371A,True
15238,MEX-V5EI-371A,MEX-V5EI-371A,True
15239,IRL-5INT-002B,IRL-5INT-2B,False
15240,ESP-5INT-093C,ESP-5INT-093C,True
15241,ESP-5PEI-027A,ESP-5PEI-027A,True
15242,NZL-5INT-009A,ING-5INT-005A,False
15243,ALE-V5ID-153,ALE-V5ID-153,True
15244,ALE-5INP-071D,ALE-5INP-071D,True
15245,MEX-5EI-352A,MEX-5EI-352A,True
15246,MEX-5EI-352A,MEX-5EI-352A,True
15247,MEX-5EI-352A,MEX-5EI-352A,True
15248,ARG-I5SA-029A,ARG-I5SA-029A,True
15249,POL-5INT-009A,POL-5INT-009A,True
15250,ESP-5SA-108B,ESP-5SA-108B,True
15251,CZE-I5SA-010E,CZE-I5SA-010E,True
15252,CZE-I5SA-010E,CZE-I5SA-010E,True
15253,AUT-5INT-9A,SUI-5INT-001,False
15254,ESP-V5SA-334A,ESP-V5SA-334A,True
15255,FRA-V5SA-153A,FRA-V5SA-153A,True
15256,CHL-I5SA-017F,CHL-I5SA-017F,True
15257,MEX-5EI-352A,MEX-5EI-352A,True
15258,ING-5SA-50A,ING-5SA-50A,True
15259,AUS-5SA-049F,AUS-5SA-049F,True
15260,ALE-5INT-135A,ALE-5INT-135A,True
15261,CZE-I5SA-010E,CZE-I5SA-010E,True
15262,CHL-I5SA-017F,CHL-I5SA-017F,True
15263,URU-I5SA-004B,URU-I5SA-004B,True
15264,CZE-I5CE-11A,CZE-I5CE-11A,True
15265,COR-5INT-021,FIN-5INT-026,False
15266,CHL-5INT-020,ESP-5INT-093C,False
15267,CHL-I5SA-017F,CHL-I5SA-017F,True
15268,MEX-5EI-352A,MEX-5EI-352A,True
15269,MEX-5EI-352A,MEX-5EI-352A,True
15270,EAU-I5SA-003A,EAU-I5SA-003A,True
15271,CZE-I5SA-010H,CZE-I5SA-010H,True
15272,MEX-5EI-352A,MEX-5EI-352A,True
15273,CZE-I5SA-010E,CZE-I5SA-010E,True
15274,ESP-V5SA-070C,ESP-V5SA-070C,True
15275,CZE-I5SA-010E,CZE-I5SA-010E,True
15276,CZE-I5SA-010E,CZE-I5SA-010E,True
15277,CAN-V5SA-211C,CAN-V5SA-211C,True
15278,EUA-V5SA-066A,EUA-V5SA-066A,True
15279,EUA-V5SA-066A,EUA-V5SA-066A,True
15280,ITA-V5SA-020F,ITA-V5SA-020F,True
15281,MEX-5EI-352A,MEX-5EI-352A,True
15282,ITA-5CE-016J,ITA-5CE-016J,True
15283,AUS-5SA-046A,AUS-5SA-046A,True
15284,CHN-5SA-004A,CHN-5SA-004A,True
15285,ESP-5INT-088P,AUT-5INT-9A,False
15286,ESP-5PP-001B,ESP-5PP-001B,True
15287,MEX-5EI-352A,MEX-5EI-352A,True
15288,CZE-I5CE-11A,CZE-I5CE-11A,True
15289,CZE-I5CE-11A,CZE-I5CE-11A,True
15290,CAN-V5SA-076G,CAN-V5SA-076G,True
15291,ESP-5SA-066,ESP-5SA-066,True
15292,ALE-5INT-051,ALE-5INT-051,True
15293,FRA-5INT-050,SUI-5INT-001,False
15294,CAN-V5SA-211C,CAN-V5SA-211C,True
15295,ESP-5INT-093C,ESP-5INT-093C,True
